日付,キャンペーン名,広告グループ名,ターゲティング,マッチタイプ,カスタマーの検索キーワード,インプレッション,クリック,クリックスルー率 (CTR),平均クリック単価 (CPC),費用,広告がクリックされてから7日間の総売上高,広告費売上高比率（ACOS）合計,広告費用対効果（ROAS）合計,広告がクリックされてから7日間の合計注文数,広告がクリックされてから7日間の合計販売数,広告がクリックされてから7日間のコンバージョン率,広告がクリックされてから7日間の広告された SKU の販売数,広告がクリックされてから7日間のその他の SKUの販売数,広告がクリックされてから7日間の広告された SKU の売上,広告がクリックされてから7日間のその他の SKU の売上
"Mar 31, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B08QMD9ZLY""",-,b0d4yyj417,1,1,100.0000%,¥44.98,¥44.98,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B09WH1W5BB""",-,b09wh1w5bb,23,1,4.3478%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0C8JDQHK2""",-,b07gr1jdbt,3,1,33.3333%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0C8JDQHK2""",-,b0c851wqfj,83,1,1.2048%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B084XPFWW8""",-,b084xpfww8,20,1,5.0000%,¥47.69,¥47.69,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DG29FZNJ""",-,b0bywnbh5d,82,5,6.0976%,¥69.64,¥348.20,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DG29FZNJ""",-,b0c33bm6t1,2,1,50.0000%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0CKHRF5L6""",-,b0bywnbh5d,103,2,1.9417%,¥162.70,¥325.39,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0CKHRF5L6""",-,b0d1jjqf93,7,2,28.5714%,¥143.00,¥286.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin=""B08HJD4FBP""",-,b08hjd4fbp,1367,21,1.5362%,¥196.90,"¥4,134.96",¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b09cdbrz97,95,1,1.0526%,¥205.53,¥205.53,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b09m2xfrcf,438,1,0.2283%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b09ydccjbj,1332,2,0.1502%,¥92.50,¥185.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0bwx4tcy7,829,3,0.3619%,¥192.17,¥576.50,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0bzbpbgdn,2,1,50.0000%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0ckksgs7x,49,1,2.0408%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0djnprjtk,50,1,2.0000%,¥250.00,¥250.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,トゥベール,6,1,16.6667%,¥240.30,¥240.30,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DJNPRJTK""",-,b0dhxk66wk,14,2,14.2857%,¥142.00,¥284.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0C4NJ11TM""",-,b0d4yyj417,22,1,4.5455%,¥190.95,¥190.95,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0D543DC95""",-,b0d59675p4,3108,4,0.1287%,¥216.50,¥866.01,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0D543DC95""",-,b0d8j31nvz,93,1,1.0753%,¥220.00,¥220.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0D543DC95""",-,b0dbg2bkcz,197,1,0.5076%,¥220.00,¥220.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0D543DC95""",-,b0dgclvbnh,69,1,1.4493%,¥220.00,¥220.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0D543DC95""",-,b0dhxk66wk,118,1,0.8475%,¥220.00,¥220.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0dbg2bkcz,172,1,0.5814%,¥123.77,¥123.77,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0dgclvbnh,63,2,3.1746%,¥150.00,¥300.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0djnprjtk,32,1,3.1250%,¥150.00,¥150.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,b0dkn8gzvp,70,1,1.4286%,¥129.74,¥129.74,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,アゼライン酸 美容液,21,1,4.7619%,¥150.00,¥150.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B07QM5KGDK""",-,小鼻の赤み,5,1,20.0000%,¥142.59,¥142.59,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b08hjd4fbp,385,4,1.0390%,¥206.14,¥824.54,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b09mk2l9xn,22,1,4.5455%,¥250.00,¥250.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0cv2z2n6h,3,1,33.3333%,¥208.00,¥208.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0d4qxd7v7,1,1,100.0000%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0dcgdl4lz,229,4,1.7467%,¥198.72,¥794.87,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,b0dg2d45b8,53,1,1.8868%,¥172.00,¥172.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,vitamin c serum,3,1,33.3333%,¥250.00,¥250.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,アゼライン酸,53,2,3.7736%,¥175.00,¥350.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,アゼライン酸 ロート製薬,6,1,16.6667%,¥250.00,¥250.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,エピデュオゲル,29,1,3.4483%,¥250.00,¥250.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,ソフィーナ ip,58,2,3.4483%,¥175.00,¥350.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,パイトシンクリーム,2,1,50.0000%,¥216.00,¥216.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,ヒルマイルド,82,2,2.4390%,¥151.94,¥303.87,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,ロート製薬 アゼライン酸,2,1,50.0000%,¥250.00,¥250.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,毛穴縮小クリーム,9,1,11.1111%,¥214.28,¥214.28,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DCGDL4LZ""",-,鼻,73,1,1.3699%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,グリセリンフリー　クリーム,EXACT,グリセリンフリー クリーム,984,3,0.3049%,¥156.19,¥468.58,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,アゼライン酸　クリーム,EXACT,アゼライン酸 クリーム,1312,4,0.3049%,¥326.25,"¥1,305.00",¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,テカリ,PHRASE,テカリ クリーム,20,2,10.0000%,¥183.00,¥366.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,ニキビ,EXACT,ニキビ,112,1,0.8929%,¥321.00,¥321.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,肌荒れ,PHRASE,肌荒れ クリーム,145,1,0.6897%,¥284.00,¥284.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,肌荒れ,PHRASE,肌荒れ 化粧水,3,1,33.3333%,¥321.82,¥321.82,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,皮脂,BROAD,皮脂を抑える薬,1,1,100.0000%,¥125.00,¥125.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,皮脂,EXACT,皮脂,11,1,9.0909%,¥353.00,¥353.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,脂性肌,PHRASE,頭皮 脂性肌,5,1,20.0000%,¥186.00,¥186.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",検索ワード - 2025/3/30 3:49:42.662,毛穴グループ - 2025/3/30 3:49:36.820,グリシルグリシン,PHRASE,グリシルグリシン 毛穴,9,1,11.1111%,¥303.00,¥303.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 31, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin=""B0CNJXGH6V""",-,b0cnjxgh6v,21,1,4.7619%,¥115.00,¥115.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B08HJD4FBP""",-,毛穴縮小クリーム,4,1,25.0000%,¥200.86,¥200.86,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0CTYX8HB6""",-,b0d9yc9wkg,127,1,0.7874%,¥95.00,¥95.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0BCHJS1YZ""",-,b0ckksgs7x,60,1,1.6667%,¥152.45,¥152.45,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0BCHJS1YZ""",-,b0d59675p4,657,5,0.7610%,¥153.81,¥769.05,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0BCHJS1YZ""",-,b0djnprjtk,63,1,1.5873%,¥163.00,¥163.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0BCHJS1YZ""",-,オラクル クリーム,11,1,9.0909%,¥163.00,¥163.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0C2TQ24VY""",-,b0bwx4tcy7,514,1,0.1946%,¥114.00,¥114.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0C2TQ24VY""",-,アットノン,1,1,100.0000%,¥97.50,¥97.50,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B08XM9FJ7R""",-,b08xm9fj7r,39,1,2.5641%,¥75.14,¥75.14,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0DKN8GZVP""",-,b0dpj1jt8y,7,1,14.2857%,¥136.00,¥136.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0CP583MX1""",-,アゼライン酸,6,1,16.6667%,¥201.00,¥201.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0D8J31NVZ""",-,b0d1jjqf93,3,1,33.3333%,¥141.82,¥141.82,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0D8J31NVZ""",-,b0d4qy4bfb,19,1,5.2632%,¥118.98,¥118.98,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0D8J31NVZ""",-,あせも,50,1,2.0000%,¥157.67,¥157.67,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0D8J31NVZ""",-,アゼライン酸,9,1,11.1111%,¥164.00,¥164.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0C6JP8YLC""",-,b0bywnbh5d,30,1,3.3333%,¥87.15,¥87.15,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b08hjd4fbp,165,3,1.8182%,¥183.60,¥550.81,"¥2,689.00",20.4838%,4.88,1,1,33.3333%,1,0,"¥2,689.00",¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin=""B08HJD4FBP""",-,美容液 シミ,2,1,50.0000%,¥209.00,¥209.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0C8JDQHK2""",-,b07xmf3zz8,23,1,4.3478%,¥90.05,¥90.05,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0C8JDQHK2""",-,b0c851wqfj,207,1,0.4831%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0012YVY3K""",-,b0012yvy3k,77,1,1.2987%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B084XPFWW8""",-,b084xpfww8,15,1,6.6667%,¥57.00,¥57.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0CHRQ5VB1""",-,b0cc5qpt88,61,1,1.6393%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",キャンペーン - 2025/3/25 19:06:41.618,関連商品 - 2025/3/25 19:06:34.222,"asin-expanded=""B0CHRQ5VB1""",-,b0cssyhv5f,24,1,4.1667%,¥100.00,¥100.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DG29FZNJ""",-,b0cjflv6ph,1,1,100.0000%,¥140.00,¥140.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b07qm5kgdk,66,1,1.5152%,¥185.00,¥185.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b09cdbrz97,114,2,1.7544%,¥183.10,¥366.19,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0b6zq6xkc,32,1,3.1250%,¥147.94,¥147.94,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0bwx4tcy7,239,3,1.2552%,¥174.87,¥524.61,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B09M2XFRCF""",-,b0c7mdn8lw,64,1,1.5625%,¥182.11,¥182.11,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DJNPRJTK""",-,b0cp583mx1,55,1,1.8182%,¥179.00,¥179.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DJNPRJTK""",-,b0dhxk66wk,25,1,4.0000%,¥179.00,¥179.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0DJNPRJTK""",-,b0djnprjtk,12,1,8.3333%,¥147.88,¥147.88,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0C4NJ11TM""",-,b0dszn69rv,17,1,5.8824%,¥146.84,¥146.84,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0D543DC95""",-,b0bywnbh5d,384,3,0.7813%,¥227.09,¥681.26,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0D543DC95""",-,b0d3llz1m3,66,2,3.0303%,¥230.98,¥461.96,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0D543DC95""",-,b0d543dc95,201,1,0.4975%,¥198.33,¥198.33,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0D543DC95""",-,b0d59675p4,1847,4,0.2166%,¥136.03,¥544.10,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 30, 2025",美容液 - 2025/3/30 1:29:14.608,0330　アゼライン酸　美容液,"asin-expanded=""B0D543DC95""",-,b0d99pwk22,30,1,3.3333%,¥214.81,¥214.81,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
