日付,キャンペーン名,広告グループ名,ターゲティング,マッチタイプ,カスタマーの検索キーワード,インプレッション,クリック,クリックスルー率 (CTR),平均クリック単価 (CPC),費用,広告がクリックされてから7日間の総売上高,広告費売上高比率（ACOS）合計,広告費用対効果（ROAS）合計,広告がクリックされてから7日間の合計注文数,広告がクリックされてから7日間の合計販売数,広告がクリックされてから7日間のコンバージョン率,広告がクリックされてから7日間の広告された SKU の販売数,広告がクリックされてから7日間のその他の SKUの販売数,広告がクリックされてから7日間の広告された SKU の売上,広告がクリックされてから7日間のその他の SKU の売上
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0bgwxy5jm,81,1,1.2346%,¥172.90,¥172.90,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0bywnbh5d,453,7,1.5453%,¥160.85,"¥1,125.95",¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c1rx4zzg,26,1,3.8462%,¥191.60,¥191.60,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c2cpnfng,18,1,5.5556%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c33bm6t1,209,1,0.4785%,¥174.24,¥174.24,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c3yn7zq6,6,1,16.6667%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c5h624rd,28,1,3.5714%,¥150.80,¥150.80,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c7mdn8lw,433,1,0.2309%,¥149.83,¥149.83,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0cj6ptg5y,17,1,5.8824%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0ckdzprzp,18,1,5.5556%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0cncwy5lp,79,2,2.5316%,¥199.00,¥398.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0cr3svdtx,61,1,1.6393%,¥83.20,¥83.20,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0csn8y66f,110,1,0.9091%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0cx53gy37,3,1,33.3333%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d1vhhf7h,763,1,0.1311%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d3llz1m3,343,1,0.2915%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d5hhxqgk,30,2,6.6667%,¥160.23,¥320.45,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d8j31nvz,361,6,1.6620%,¥184.66,"¥1,107.96",¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d9ly6vlh,201,4,1.9900%,¥193.45,¥773.80,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0db5npyl4,7,1,14.2857%,¥176.80,¥176.80,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0dfbfcbwr,21,1,4.7619%,¥143.51,¥143.51,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0dg29fznj,174,1,0.5747%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0djnprjtk,277,1,0.3610%,¥131.27,¥131.27,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,くすみ 美容液,5,1,20.0000%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン グリシルグリシン,44,1,2.2727%,¥192.00,¥192.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸,1139,4,0.3512%,¥185.17,¥740.66,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸 20,246,1,0.4065%,¥150.85,¥150.85,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸 クリーム,400,1,0.2500%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,グリシルグリシン,133,1,0.7519%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,セラミド クリーム,706,1,0.1416%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,テカリ,52,1,1.9231%,¥152.08,¥152.08,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,トレチノイン,42,1,2.3810%,¥188.89,¥188.89,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,毛孔性苔癬 顔,4,1,25.0000%,¥157.67,¥157.67,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,毛穴 クリーム,721,2,0.2774%,¥117.71,¥235.42,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,毛穴レス,24,1,4.1667%,¥62.84,¥62.84,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,毛穴美容液人気,4,1,25.0000%,¥143.51,¥143.51,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,美容液 毛穴,25,1,4.0000%,¥152.24,¥152.24,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 21, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,脂性肌,32,1,3.1250%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 20, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸,217,1,0.4608%,¥187.20,¥187.20,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 20, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸 クリーム,150,1,0.6667%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 20, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,毛穴 クリーム,56,1,1.7857%,¥191.60,¥191.60,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b09rqvn1vl,164,1,0.6098%,¥113.10,¥113.10,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c33bm6t1,51,1,1.9608%,¥72.80,¥72.80,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c7mdn8lw,61,1,1.6393%,¥156.58,¥156.58,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0cp583mx1,23,1,4.3478%,¥132.66,¥132.66,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0dg29fznj,67,1,1.4925%,¥131.30,¥131.30,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0dgclvbnh,11,2,18.1818%,¥169.00,¥338.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0dmhdg1ny,92,1,1.0870%,¥82.32,¥82.32,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン酸,85,1,1.1765%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,グリシルグリシン,5,1,20.0000%,¥179.40,¥179.40,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,トレチノイン,11,1,9.0909%,¥176.80,¥176.80,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,ナイアシンアミド,30,1,3.3333%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,ナイアシンアミド クリーム 高濃度,3,1,33.3333%,¥195.24,¥195.24,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,ニキビ,20,1,5.0000%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,ニキビ跡,20,1,5.0000%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 19, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,レチノール配合クリーム,2,1,50.0000%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0077tlo4i,2,1,50.0000%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b01m4gr5e0,5,1,20.0000%,¥157.30,¥157.30,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b075275ffl,72,2,2.7778%,¥137.85,¥275.70,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b07krf5tg8,30,1,3.3333%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b09jnh39vm,79,1,1.2658%,¥178.44,¥178.44,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b09m2xfrcf,611,2,0.3273%,¥160.81,¥321.61,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b09pnn91vs,112,1,0.8929%,¥88.40,¥88.40,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b09rqvn1vl,235,2,0.8511%,¥156.08,¥312.15,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0b2qv7s8c,47,2,4.2553%,¥199.00,¥398.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0bvvd2k57,6,1,16.6667%,¥109.70,¥109.70,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0bw5lj9xq,61,2,3.2787%,¥184.57,¥369.14,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0bywnbh5d,118,1,0.8475%,¥156.43,¥156.43,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c1rvf7tc,1,1,100.0000%,¥148.56,¥148.56,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c33bm6t1,84,2,2.3810%,¥171.24,¥342.48,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c5q6x7bv,6,2,33.3333%,¥143.93,¥287.85,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c6jp8ylc,15,1,6.6667%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0c7mdn8lw,91,1,1.0989%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0ckksgs7x,16,1,6.2500%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d3tk3hs3,29,1,3.4483%,¥171.65,¥171.65,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d543dc95,108,2,1.8519%,¥166.60,¥333.20,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0d9ly6vlh,63,1,1.5873%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0dhv5f1x7,9,1,11.1111%,¥139.78,¥139.78,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0djnprjtk,152,2,1.3158%,¥199.00,¥398.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0dq9lzk7h,52,1,1.9231%,¥93.08,¥93.08,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0dsvhtvl4,42,1,2.3810%,¥134.41,¥134.41,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,アゼライン グリシルグリシン,3,1,33.3333%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,イソトレチノイン,1,1,100.0000%,¥153.40,¥153.40,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,サリチル酸,40,1,2.5000%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,セラミド,344,2,0.5814%,¥103.52,¥207.03,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,セラミド クリーム 皮脂,4,1,25.0000%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,セラミド ナイアシンアミド,4,1,25.0000%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,ニキビ,38,1,2.6316%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,ニキビ跡,45,1,2.2222%,¥97.58,¥97.58,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,毛穴,70,2,2.8571%,¥171.13,¥342.26,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,毛穴レス,10,2,20.0000%,¥181.90,¥363.80,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,美容液 毛穴,15,1,6.6667%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,肌荒れ,185,1,0.5405%,¥142.00,¥142.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 18, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,酒さ 赤ら顔,3,1,33.3333%,¥163.80,¥163.80,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 17, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b001dcef9q,56,1,1.7857%,¥197.60,¥197.60,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 17, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,b001jf0mqc,58,1,1.7241%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 17, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b00bp3k64g,18,1,5.5556%,¥172.84,¥172.84,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 17, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,close-match,-,b07py1y997,233,1,0.4292%,¥165.83,¥165.83,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 17, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0827jf28d,34,2,5.8824%,¥159.90,¥319.80,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 17, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b09jnh39vm,159,1,0.6289%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 17, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b09m2xfrcf,578,1,0.1730%,¥199.00,¥199.00,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 17, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b09mk2l9xn,15,1,6.6667%,¥134.65,¥134.65,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 17, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b09rqvn1vl,1026,4,0.3899%,¥160.06,¥640.23,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
"Mar 17, 2025",キャンペーン - 2025/3/9 9:51:53.748,広告グループ - 2025/3/9 9:51:46.338,substitutes,-,b0b2qv7s8c,47,1,2.1277%,¥118.30,¥118.30,¥0.00,,0.00,0,0,0.0000%,0,0,¥0.00,¥0.00
